cust_id,name,phone_number,password
967,Brigid,9275536102,1234
968,Ellen,8963999891,1234
969,Joan,9850981533,1234
970,Ann,8420115209,1234
971,Sandra,8359918349,1234
972,Carole,7224230925,1234
973,Stephanie,9206812484,1234
974,Kimberly,7613506407,1234
975,Faustino,8739172150,1234
976,Russell,9732979242,1234
977,Michael,8288876701,1234
978,Corey,8588470332,1234
979,Travis,7865476078,1234
980,Rick,8446063811,1234
981,Peter,9513645617,1234
982,Casey,7742307413,1234
983,Michael,8996977412,1234
984,Kim,8965478857,1234
985,Jason,9267209593,1234
986,Boyd,9567215384,1234
987,Benjamin,7780449084,1234
988,Joan,7560607740,1234
989,James,8232141368,1234
990,Betty,9817734521,1234
991,Sean,7118250608,1234
992,Micki,8620634431,1234
993,Kyle,8995891085,1234
994,Bradley,7623218026,1234
995,Joanne,9690131457,1234
996,William,8212644408,1234
997,Alice,9367510172,1234
998,Marion,8344131527,1234
999,Gregory,9969051841,1234
1000,Ashlee,7330615587,1234
